# QDB Assay Design Statistics

## Basic Statistics
Statistic,Value
Total Valid Designs,1844022
Target Length (avg),100.00 ± 0.00
Target Length (min-max),100 - 100
Capture Probe Length (avg),50.00 ± 0.00
Capture Probe Length (min-max),50 - 50
Reporter Probe Length (avg),50.00 ± 0.00
Reporter Probe Length (min-max),50 - 50

## GC Content Statistics
Probe Type,Avg GC (%),Std Dev,Min (%),Max (%)
Capture Probe,46.02,4.15,40.00,58.33
Reporter Probe,46.07,4.19,40.00,60.00

## Melting Temperature Statistics
Probe Type,Avg Tm (°C),Std Dev,Min (°C),Max (°C)
Capture Probe,68.58,1.90,61.92,72.00
Reporter Probe,68.59,1.90,61.92,72.00

## Top 30 Organisms
Organism,Count,Percent,Strain Count
Monkeypox virus isolate MPXV_Germany_2022_RKI355,115,0.006236368112744859,1
Monkeypox virus isolate MPX_dDDHx_9000207,115,0.006236368112744859,1
Monkeypox virus isolate MPX_YhLyQX_9000266,115,0.006236368112744859,1
Monkeypox virus isolate MPX_7f1tnH_9000280,115,0.006236368112744859,1
Monkeypox virus isolate MPXV22_human_USA-OK-61,115,0.006236368112744859,1
Monkeypox virus isolate MPXV_USA_2022_FL0004,115,0.006236368112744859,1
Monkeypox virus isolate MPXV_USA_2022_NY002,115,0.006236368112744859,1
Monkeypox virus isolate MPXV_Germany_2022_RKI135,115,0.006236368112744859,1
MAG: Bat coronavirus isolate BtCoV/21164-6/M.dau/DK/2015,115,0.006236368112744859,1
Human mastadenovirus A strain A31ONStoolisolate1982,115,0.006236368112744859,1
Canine mastadenovirus A isolate Civet/India-Assam/2019/0199,115,0.006236368112744859,1
Porcine coronavirus HKU15 strain MI6148,115,0.006236368112744859,1
Porcine coronavirus HKU15 strain SD3424,115,0.006236368112744859,1
Porcine coronavirus HKU15 strain NE3579,115,0.006236368112744859,1
Porcine coronavirus HKU15 strain OH1987,115,0.006236368112744859,1
Middle East respiratory syndrome-related coronavirus strain Hu/Khobar-KSA-6736/2015,115,0.006236368112744859,1
Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-13798/2016,115,0.006236368112744859,1
Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-14675/2016,115,0.006236368112744859,1
Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-17756/2016,115,0.006236368112744859,1
Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-17382/2016,115,0.006236368112744859,1
Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-16849/2016,115,0.006236368112744859,1
Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-21155/2016,115,0.006236368112744859,1
Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-16559/2016,115,0.006236368112744859,1
Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-11898/2016,115,0.006236368112744859,1
Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-12969/2016,115,0.006236368112744859,1
Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-16121/2015,115,0.006236368112744859,1
Middle East respiratory syndrome coronavirus isolate Hu-France - FRA2_130569-2013_IS_HTS,115,0.006236368112744859,1
Middle East respiratory syndrome coronavirus isolate Hu-France - FRA2_130569-2013_InSpu_Sanger,115,0.006236368112744859,1
Bovine rhinitis B virus 1,114,0.006182138824807947,1
Bovine viral diarrhea virus 2 strain BVDV2NM21,114,0.006182138824807947,1
Bovine viral diarrhea virus 2 KZ-91-NCP genomic RNA,114,0.006182138824807947,1
Bovine viral diarrhea virus 2 isolate D66-11-28,114,0.006182138824807947,1
Bovine viral diarrhea virus 2 strain HB-1511,114,0.006182138824807947,1
Bovine viral diarrhea virus 2 strain USMARC-60765,114,0.006182138824807947,1
Pestivirus sp. isolate ovine/It/338710-3/2017 polyprotein (QKU04_gp1) gene,114,0.006182138824807947,1
Monkeypox virus isolate NY-NYCPHL-001193,114,0.006182138824807947,1
Monkeypox virus isolate MPXV-ROK-P53_05-2023,114,0.006182138824807947,1
Monkeypox virus isolate MPXV-ROK-P53_08-2023,114,0.006182138824807947,1
Monkeypox virus isolate MPXV-ROK-P53_11-2023,114,0.006182138824807947,1
Monkeypox virus isolate MpxV_human_USA_WA-UW-102329_2023,114,0.006182138824807947,1
Monkeypox virus isolate hMpxV_Canada_ON-PHOL099_2022,114,0.006182138824807947,1
Monkeypox virus isolate MpxV_human_USA_WA-UW-097798_2023,114,0.006182138824807947,1
Monkeypox virus isolate MPXV-ROK-P007-2023,114,0.006182138824807947,1
Monkeypox virus isolate MPXV-ROK-P016-2023,114,0.006182138824807947,1
Monkeypox virus isolate MPXV-ROK-P018-2023,114,0.006182138824807947,1
Monkeypox virus isolate MPXV_UZ_REGA_210_Belgium_2022,114,0.006182138824807947,1
Monkeypox virus isolate MPXV_UZ_REGA_192_Belgium_2022,114,0.006182138824807947,1
Monkeypox virus isolate MPXV_UZ_REGA_201_Belgium_2022,114,0.006182138824807947,1
Monkeypox virus isolate MPXV_UZ_REGA_202_Belgium_2022,114,0.006182138824807947,1
Monkeypox virus isolate MPXV_UZ_REGA_14_Belgium_2022,114,0.006182138824807947,1
Monkeypox virus isolate MPXV_UZ_REGA_45,114,0.006182138824807947,1
Monkeypox virus isolate MPXV_UZ_REGA_46,114,0.006182138824807947,1
Monkeypox virus isolate MPXV_UZ_REGA_58,114,0.006182138824807947,1
Monkeypox virus isolate MPXV_UZ_REGA_62,114,0.006182138824807947,1
Monkeypox virus isolate MPXV_UZ_REGA_103,114,0.006182138824807947,1
Monkeypox virus isolate MD_NIDDL_54506,114,0.006182138824807947,1
Monkeypox virus isolate MpxV_human_USA_WA-UW-086924_2022,114,0.006182138824807947,1
Monkeypox virus isolate NY-NYCPHL-000515,114,0.006182138824807947,1
Monkeypox virus isolate NY-NYCPHL-000522,114,0.006182138824807947,1
Monkeypox virus isolate NY-NYCPHL-000529,114,0.006182138824807947,1
Monkeypox virus isolate NY-NYCPHL-000546,114,0.006182138824807947,1
Monkeypox virus isolate NY-NYCPHL-000562,114,0.006182138824807947,1
Monkeypox virus isolate NY-NYCPHL-000578,114,0.006182138824807947,1
Monkeypox virus isolate NY-NYCPHL-000594,114,0.006182138824807947,1
Monkeypox virus isolate NY-NYCPHL-000661,114,0.006182138824807947,1
Monkeypox virus isolate NY-NYCPHL-001187,114,0.006182138824807947,1
Monkeypox virus isolate NY-NYCPHL-001191,114,0.006182138824807947,1
Monkeypox virus isolate MPXV_USA_2022_TX0042,114,0.006182138824807947,1
Monkeypox virus isolate hMpxV_Human_USA_IL-RIPHL-MPXV_10018_2022,114,0.006182138824807947,1
Monkeypox virus isolate MPXV_Germany_2022_RKI588,114,0.006182138824807947,1
Monkeypox virus isolate MPXV_Germany_2022_RKI589,114,0.006182138824807947,1
Monkeypox virus isolate MPXV_Germany_2022_RKI556,114,0.006182138824807947,1
Monkeypox virus isolate PrEV_case_4,114,0.006182138824807947,1
Monkeypox virus isolate MPXV_Germany_2022_RKI540,114,0.006182138824807947,1
Monkeypox virus isolate MPXV_Germany_2022_RKI524,114,0.006182138824807947,1
Monkeypox virus isolate MPXV_Germany_2022_RKI528,114,0.006182138824807947,1
Monkeypox virus isolate MPXV_Germany_2022_RKI530,114,0.006182138824807947,1
Monkeypox virus isolate MPXV_Germany_2022_RKI531,114,0.006182138824807947,1
Monkeypox virus isolate MPXV_USA_2022_MD0002,114,0.006182138824807947,1
Monkeypox virus isolate MPXV_046_19,114,0.006182138824807947,1
Monkeypox virus isolate MPXV-USA-IL-IDPH-051,114,0.006182138824807947,1
Monkeypox virus isolate MPX_L6rBi6_9000265,114,0.006182138824807947,1
Monkeypox virus isolate MPXV_USA_2022_VA0008,114,0.006182138824807947,1
Monkeypox virus isolate MpxV_human_USA_WA-UW-089836_2022,114,0.006182138824807947,1
Monkeypox virus isolate MPXV_UK_2022_9000142,114,0.006182138824807947,1
Monkeypox virus isolate MpxV_human_USA_WA-UW-076773_2022,114,0.006182138824807947,1
Monkeypox virus isolate MPXV_Germany_2022_RKI181,114,0.006182138824807947,1
Monkeypox virus isolate MPXV_USA_2022_IL003,114,0.006182138824807947,1
Monkeypox virus isolate MPXV_USA_2022_NY004,114,0.006182138824807947,1
Monkeypox virus isolate MPX_UZ_REGA_4_Belgium_2022,114,0.006182138824807947,1
Monkeypox virus isolate MPXV_Germany_2022_RKI086,114,0.006182138824807947,1
Monkeypox virus isolate MPXV_Germany_2022_RKI096,114,0.006182138824807947,1
Monkeypox virus isolate MPXV_Germany_2022_RKI077,114,0.006182138824807947,1
UNVERIFIED: Monkeypox virus strain 3025,114,0.006182138824807947,1
Monkeypox virus isolate DRC 06-0950,114,0.006182138824807947,1
Monkeypox virus isolate DRC 07-0092,114,0.006182138824807947,1
Monkeypox virus isolate DRC 07-0480,114,0.006182138824807947,1
Human mastadenovirus A strain A31NMP03PR12012,114,0.006182138824807947,1
Human adenovirus A strain human/USA/UFL_Adv31/2005/31[P31H31F31],114,0.006182138824807947,1
Mount Mabu Lophuromys virus 1 isolate MOZ135_1,114,0.006182138824807947,1
Rabbit calicivirus Australia 1 MIC-07,114,0.006182138824807947,1
Porcine coronavirus HKU15 strain IL2768,114,0.006182138824807947,1
Porcine coronavirus HKU15 strain KY4813,114,0.006182138824807947,1
Porcine coronavirus HKU15 strain PA3148,114,0.006182138824807947,1
Middle East respiratory syndrome-related coronavirus isolate MERS-CoV/dromedary camel/Egypt/NC283/2015,114,0.006182138824807947,1
Middle East respiratory syndrome-related coronavirus isolate MERS-CoV/JC25/Ramtha,114,0.006182138824807947,1
Middle East respiratory syndrome-related coronavirus isolate MERS-CoV/JC28/Ramtha,114,0.006182138824807947,1
Middle East respiratory syndrome-related coronavirus isolate MERS-CoV/JC27/Ramtha,114,0.006182138824807947,1
Middle East respiratory syndrome-related coronavirus isolate MERS-CoV/JC30/Ramtha,114,0.006182138824807947,1
Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-20570/2016,114,0.006182138824807947,1
Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-13127/2016,114,0.006182138824807947,1
Middle East respiratory syndrome-related coronavirus isolate Hu/Taif/KSA-7032/2014/S530del,114,0.006182138824807947,1
Middle East respiratory syndrome coronavirus isolate Al-Hasa_25_2013,114,0.006182138824807947,1
Middle East respiratory syndrome coronavirus isolate Riyadh_5_2013,114,0.006182138824807947,1
Middle East respiratory syndrome coronavirus isolate Taif_1_2013,114,0.006182138824807947,1
Monkeypox virus isolate NY-NYCPHL-001201,113,0.006127909536871035,1
Monkeypox virus isolate MpxV_human_USA_WA-UW-112457_2023,113,0.006127909536871035,1
Monkeypox virus isolate MpxV_human_USA_WA-UW-112470_2023,113,0.006127909536871035,1
Monkeypox virus isolate MpxV_human_USA_WA-UW-108756_2023,113,0.006127909536871035,1
Monkeypox virus isolate MpxV_human_USA_WA-UW-101148_2023,113,0.006127909536871035,1
Monkeypox virus isolate MpxV_human_USA_WA-UW-100335_2023,113,0.006127909536871035,1
Monkeypox virus isolate MpxV_human_USA_WA-UW-106488_2023,113,0.006127909536871035,1
Monkeypox virus isolate MpxV_human_USA_WA-UW-109028_2023,113,0.006127909536871035,1
Monkeypox virus isolate hMpxV_Canada_ON-PHOL064_2022,113,0.006127909536871035,1
Monkeypox virus isolate VA_NIDDL_54753,113,0.006127909536871035,1
Monkeypox virus isolate NY-NYCPHL-000157,113,0.006127909536871035,1
Monkeypox virus isolate NY-NYCPHL-000523,113,0.006127909536871035,1
Monkeypox virus isolate NY-NYCPHL-000528,113,0.006127909536871035,1
Monkeypox virus isolate NY-NYCPHL-000531,113,0.006127909536871035,1
Monkeypox virus isolate NY-NYCPHL-000656,113,0.006127909536871035,1
Monkeypox virus isolate NY-NYCPHL-001183,113,0.006127909536871035,1
Monkeypox virus isolate MPXV_USA_2022_NY0024,113,0.006127909536871035,1
Monkeypox virus isolate hMpxV_Human_USA_IL-RIPHL-MPXV_10012_2022,113,0.006127909536871035,1
Monkeypox virus isolate MPXV_USA_2022_CA0011,113,0.006127909536871035,1
Monkeypox virus isolate MPXV_USA_2022_MO0001,113,0.006127909536871035,1
Monkeypox virus isolate MPXV_Germany_2022_RKI573,113,0.006127909536871035,1
Monkeypox virus isolate hMpxV_Human_USA_IL-RIPHL-MPXV_10007_2022,113,0.006127909536871035,1
Monkeypox virus isolate MpxV_human_USA_WA-UW-098297_2022,113,0.006127909536871035,1
Monkeypox virus isolate MPXV_Germany_2022_RKI555,113,0.006127909536871035,1
Monkeypox virus isolate MPXV_Germany_2022_RKI515,113,0.006127909536871035,1
Monkeypox virus isolate MPXV_Germany_2022_RKI478,113,0.006127909536871035,1
Monkeypox virus isolate MPXV_191_20,113,0.006127909536871035,1
Monkeypox virus isolate MPXV_USA_2022_CA0033,113,0.006127909536871035,1
Monkeypox virus isolate MPXV-USA-IL-IDPH-079,113,0.006127909536871035,1
Monkeypox virus isolate MPXV_Germany_2022_RKI386,113,0.006127909536871035,1
Monkeypox virus isolate MPXV_Germany_2022_RKI358,113,0.006127909536871035,1
Monkeypox virus isolate MPXV_Germany_2022_RKI373,113,0.006127909536871035,1
Monkeypox virus isolate MPX_96X1Vd_9000216,113,0.006127909536871035,1
Monkeypox virus isolate MpxV_human_CAN_UN-NML-4150_2022,113,0.006127909536871035,1
Monkeypox virus isolate MPXV_Germany_2022_RKI279,113,0.006127909536871035,1
Monkeypox virus isolate MPXV_USA_2022_WA001,113,0.006127909536871035,1
Monkeypox virus isolate MPXV_USA_2022_NY005,113,0.006127909536871035,1
Monkeypox virus isolate MPXV_human_Taiwan_110-231642_2022,113,0.006127909536871035,1
Monkeypox virus isolate MPXV_Germany_2022_RKI076,113,0.006127909536871035,1
Monkeypox virus isolate MPXV_Germany_2022_RKI094,113,0.006127909536871035,1
Monkeypox virus isolate MPXV_Germany_2022_RKI092,113,0.006127909536871035,1
Monkeypox virus isolate hMpxV_Switzerland_ZH-UZH-IMV-3ba6449f_2022,113,0.006127909536871035,1
Monkeypox virus isolate MPXV_Germany_2022_RKI021,113,0.006127909536871035,1
Monkeypox virus isolate MPXV_Germany_2022_RKI08,113,0.006127909536871035,1
Monkeypox virus isolate DRC 07-0275,113,0.006127909536871035,1
Monkeypox virus isolate DRC 07-0662,113,0.006127909536871035,1
Monkeypox virus strain Zaire_1979-005,113,0.006127909536871035,1
Bat coronavirus isolate Anlong-57,113,0.006127909536871035,1
Human mastadenovirus A strain A31CZP04CU1DEC2016,113,0.006127909536871035,1
Human mastadenovirus A strain A31CZP01CU1OCT2016,113,0.006127909536871035,1
Human mastadenovirus A strain A31ONP01CU1OCT2014,113,0.006127909536871035,1
Human mastadenovirus B strain HAdV-B/ARG/18017/2000/[P11H11F7],113,0.006127909536871035,1
Middle East respiratory syndrome-related coronavirus isolate Camel/Ethiopia/Amibara/CAC4366/2017,113,0.006127909536871035,1
Middle East respiratory syndrome-related coronavirus strain Hu/Hufuf-KSA-11002/2015,113,0.006127909536871035,1
Middle East respiratory syndrome-related coronavirus strain Hu/Hufuf-KSA-11442/2015,113,0.006127909536871035,1
Middle East respiratory syndrome-related coronavirus strain Hu/Hufuf-KSA-11767/2015,113,0.006127909536871035,1
Middle East respiratory syndrome-related coronavirus strain Hu/Hufuf-KSA-11150/2015,113,0.006127909536871035,1
Middle East respiratory syndrome-related coronavirus strain Hu/Hufuf-KSA-11401/2015,113,0.006127909536871035,1
Middle East respiratory syndrome-related coronavirus strain Hu/UAE_002_2013,113,0.006127909536871035,1
Middle East respiratory syndrome-related coronavirus strain Hu/UAE_004_2013,113,0.006127909536871035,1
Middle East respiratory syndrome-related coronavirus strain Hu/UAE_032_2014,113,0.006127909536871035,1
Middle East respiratory syndrome-related coronavirus strain Camel/UAE_1H-D_2014,113,0.006127909536871035,1
Middle East respiratory syndrome-related coronavirus strain Camel/UAE_3B-C_2014,113,0.006127909536871035,1
Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-13984/2016,113,0.006127909536871035,1
Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-11958/2016,113,0.006127909536871035,1
Middle East respiratory syndrome coronavirus isolate Hu/Hufuf-KSA-9158/2015,113,0.006127909536871035,1
Middle East respiratory syndrome coronavirus isolate Camel/UAE/D1339.2/2014,113,0.006127909536871035,1
Middle East respiratory syndrome coronavirus isolate Camel/UAE/D1243.12/2014,113,0.006127909536871035,1
Middle East respiratory syndrome coronavirus isolate Florida/USA-2_Saudi Arabia_2014,113,0.006127909536871035,1
Middle East respiratory syndrome coronavirus strain Abu Dhabi/Gayathi_UAE_2_2014,113,0.006127909536871035,1
Middle East respiratory syndrome coronavirus strain Abu Dhabi_UAE_9_2013,113,0.006127909536871035,1
Middle East respiratory syndrome coronavirus strain Florida/USA-2_Saudi Arabia_2014,113,0.006127909536871035,1
Middle East respiratory syndrome coronavirus isolate KSA-CAMEL-505,113,0.006127909536871035,1
Middle East respiratory syndrome coronavirus isolate KSA-CAMEL-378,113,0.006127909536871035,1
Middle East respiratory syndrome coronavirus isolate KSA-CAMEL-363,113,0.006127909536871035,1
Middle East respiratory syndrome coronavirus isolate Jeddah_1_2013,113,0.006127909536871035,1
Middle East respiratory syndrome coronavirus isolate Riyadh_9_2013,113,0.006127909536871035,1
Middle East respiratory syndrome coronavirus isolate Wadi-Ad-Dawasir_1_2013,113,0.006127909536871035,1
Middle East respiratory syndrome coronavirus isolate Qatar3,113,0.006127909536871035,1
Middle East respiratory syndrome coronavirus isolate Qatar4,113,0.006127909536871035,1
Middle East respiratory syndrome coronavirus isolate FRA/UAE,113,0.006127909536871035,1
Middle East respiratory syndrome coronavirus isolate Hafr-Al-Batin_1_2013,113,0.006127909536871035,1
Rhabdoviridae sp. isolate RtRt-RhaV/Tb2018B,112,0.006073680248934124,1
Bovine viral diarrhea virus 2 strain USMARC-60764,112,0.006073680248934124,1
Monkeypox virus isolate MPXV_B10,112,0.006073680248934124,1
Monkeypox virus isolate MPXV_B8,112,0.006073680248934124,1
Monkeypox virus isolate MPXV_F1,112,0.006073680248934124,1
Monkeypox virus isolate hMpxV_Canada_ON-PHOL117_2022,112,0.006073680248934124,1
Monkeypox virus isolate hMpxV_Canada_ON-PHOL118_2022,112,0.006073680248934124,1
Monkeypox virus isolate MpxV_human_USA_WA-UW-097833_2023,112,0.006073680248934124,1
Monkeypox virus isolate hMpxV_USA_IL-RIPHL-MPXV-04-0022_2023,112,0.006073680248934124,1
Monkeypox virus isolate MPXV-ROK-P003-2022,112,0.006073680248934124,1
Monkeypox virus isolate MPXV-ROK-P033-2023,112,0.006073680248934124,1
Monkeypox virus isolate MPXV_Germany_2023_RKI1020,112,0.006073680248934124,1
Monkeypox virus isolate MPXV_Germany_2022_ON_RKI925,112,0.006073680248934124,1
Monkeypox virus isolate MPXV_UZ_REGA_11,112,0.006073680248934124,1
Monkeypox virus isolate MPXV_human_Taiwan_110-122438_2023,112,0.006073680248934124,1
Monkeypox virus isolate MPXV_human_Taiwan_110-539498_2023,112,0.006073680248934124,1
Monkeypox virus isolate MD_NIDDL_54679,112,0.006073680248934124,1
Monkeypox virus isolate MPXV_USA_2022_NH0001,112,0.006073680248934124,1
Monkeypox virus isolate MPXV_USA_2022_TX0002,112,0.006073680248934124,1
Monkeypox virus isolate MPXV_Germany_2022_RKI712,112,0.006073680248934124,1
Monkeypox virus isolate MPXV_USA_2022_CA0015,112,0.006073680248934124,1
Monkeypox virus isolate NY-NYCPHL-000408,112,0.006073680248934124,1
Monkeypox virus isolate NY-NYCPHL-000648,112,0.006073680248934124,1
Monkeypox virus isolate NY-NYCPHL-001186,112,0.006073680248934124,1
Monkeypox virus isolate MPXV_Nigeria_2018_5222,112,0.006073680248934124,1
Monkeypox virus isolate MPXV_Nigeria_2018_5302,112,0.006073680248934124,1
Monkeypox virus isolate MPXV_Germany_2022_RKI585,112,0.006073680248934124,1
Monkeypox virus isolate MPXV_Germany_2022_RKI564,112,0.006073680248934124,1
Monkeypox virus isolate MPXV_Germany_2022_RKI569,112,0.006073680248934124,1
Monkeypox virus isolate MPXV_USA_2022_SC0005,112,0.006073680248934124,1
Monkeypox virus isolate MpxV_human_USA_WA-UW-095970_2022,112,0.006073680248934124,1
Monkeypox virus isolate PEV_case,112,0.006073680248934124,1
Monkeypox virus isolate MPXV_USA_2022_NY0030,112,0.006073680248934124,1
Monkeypox virus isolate MPXV_USA_2022_NY0031,112,0.006073680248934124,1
Monkeypox virus isolate MPXV22_human_USA-OK-81,112,0.006073680248934124,1
Monkeypox virus isolate MPXV_Germany_2022_RKI474,112,0.006073680248934124,1
Monkeypox virus isolate MPXV_Germany_2022_RKI488,112,0.006073680248934124,1
Monkeypox virus isolate MPXV_Germany_2022_RKI494,112,0.006073680248934124,1
Monkeypox virus isolate MPXV_USA_2022_TX0020,112,0.006073680248934124,1
Monkeypox virus isolate MPXV_053_19,112,0.006073680248934124,1
Monkeypox virus isolate MPXV_113_19,112,0.006073680248934124,1
Monkeypox virus isolate MPXV_USA_2022_MN0004,112,0.006073680248934124,1
Monkeypox virus isolate MPXV_USA_2022_IN0005,112,0.006073680248934124,1
Monkeypox virus isolate MPXV_Human_USA_CA-CDPH-MPX000033_2022,112,0.006073680248934124,1
Monkeypox virus isolate MPXV-USA-IL-IDPH-041,112,0.006073680248934124,1
Monkeypox virus isolate MPXV_Germany_2022_RKI378,112,0.006073680248934124,1
Monkeypox virus isolate MPXV_Germany_2022_RKI381,112,0.006073680248934124,1
Monkeypox virus isolate MPXV_Germany_2022_RKI391,112,0.006073680248934124,1
Monkeypox virus isolate MPXV_Germany_2022_RKI405,112,0.006073680248934124,1
Monkeypox virus isolate MPXV_Germany_2022_RKI407,112,0.006073680248934124,1
Monkeypox virus isolate MPXV22_human_USA-OK-180,112,0.006073680248934124,1
Monkeypox virus isolate MPXV_USA_2022_GA0007,112,0.006073680248934124,1
Monkeypox virus isolate MpxV_human_USA_WA-UW-088258_2022,112,0.006073680248934124,1
Monkeypox virus isolate MPXV_Germany_2022_RKI291,112,0.006073680248934124,1
Monkeypox virus isolate MPXV_Germany_2022_RKI297,112,0.006073680248934124,1
Monkeypox virus isolate MPXV_Germany_2022_RKI277,112,0.006073680248934124,1
Monkeypox virus isolate MPXV_Germany_2022_RKI258,112,0.006073680248934124,1
Monkeypox virus isolate MPXV_Germany_2022_RKI266,112,0.006073680248934124,1
Monkeypox virus isolate MPXV_USA_2022_IL0005,112,0.006073680248934124,1
Monkeypox virus isolate MPXV_USA_2022_CA006,112,0.006073680248934124,1
Monkeypox virus isolate MPXV_Germany_2022_RKI185,112,0.006073680248934124,1
Monkeypox virus isolate MPXV_Germany_2022_RKI113,112,0.006073680248934124,1
Monkeypox virus isolate MPXV_Germany_2022_RKI120,112,0.006073680248934124,1
Monkeypox virus isolate MPXV_Germany_2022_RKI087,112,0.006073680248934124,1
Monkeypox virus isolate MPXV_Germany_2022_RKI079,112,0.006073680248934124,1
Monkeypox virus isolate MPXV_Germany_2022_RKI065,112,0.006073680248934124,1
Monkeypox virus isolate MPXV_USA_2022_UT002,112,0.006073680248934124,1
Monkeypox virus isolate MPXV-M2940_FCT,112,0.006073680248934124,1
UNVERIFIED: Monkeypox virus strain 3020,112,0.006073680248934124,1
Monkeypox virus isolate DRC 07-0093,112,0.006073680248934124,1
Canid herpesvirus 1 strain 0194,112,0.006073680248934124,1
Rousettus bat coronavirus HKU10,112,0.006073680248934124,1
Human mastadenovirus A strain A31ONP04PR1APR2015,112,0.006073680248934124,1
Human mastadenovirus A strain A31CZP02CU1OCT2016,112,0.006073680248934124,1
Bat adenovirus 2,112,0.006073680248934124,1
Human mastadenovirus B strain BP-AdV3,112,0.006073680248934124,1
Human adenovirus B strain human/USA/UFL_Adv35/2004/35[P35H35F35],112,0.006073680248934124,1
Middle East respiratory syndrome-related coronavirus isolate Camel/Ethiopia/Chifra/CAC4749/2017,112,0.006073680248934124,1
Middle East respiratory syndrome-related coronavirus isolate Camel/211,112,0.006073680248934124,1
Middle East respiratory syndrome-related coronavirus isolate camel/KFU-HKU-P/2017,112,0.006073680248934124,1
Middle East respiratory syndrome-related coronavirus isolate MERS-CoV/JC26/Ramtha,112,0.006073680248934124,1
Middle East respiratory syndrome-related coronavirus strain Hu/Riyadh-KSA-18014504/2018,112,0.006073680248934124,1
Middle East respiratory syndrome-related coronavirus strain Hu/Oman_50_2015,112,0.006073680248934124,1
Middle East respiratory syndrome-related coronavirus strain Hu/UAE_009_2014,112,0.006073680248934124,1
Middle East respiratory syndrome-related coronavirus strain Hu/UAE_011_2013,112,0.006073680248934124,1
Middle East respiratory syndrome-related coronavirus strain Hu/UAE_011_2014,112,0.006073680248934124,1
Middle East respiratory syndrome-related coronavirus strain Hu/UAE_015_2014,112,0.006073680248934124,1
Middle East respiratory syndrome-related coronavirus strain Hu/UAE_017_2014,112,0.006073680248934124,1
Middle East respiratory syndrome-related coronavirus strain Hu/UAE_023_2014,112,0.006073680248934124,1
Middle East respiratory syndrome-related coronavirus strain Hu/UAE_025_2014,112,0.006073680248934124,1
Middle East respiratory syndrome-related coronavirus strain Hu/UAE_X_2014,112,0.006073680248934124,1
Middle East respiratory syndrome-related coronavirus strain Camel/UAE_1B-A_2014,112,0.006073680248934124,1
Middle East respiratory syndrome-related coronavirus strain Camel/UAE_1H-B_2014,112,0.006073680248934124,1
Middle East respiratory syndrome-related coronavirus strain Camel/UAE_1H-F_2014,112,0.006073680248934124,1
Middle East respiratory syndrome-related coronavirus strain Camel/UAE_2B-E_2014,112,0.006073680248934124,1
Middle East respiratory syndrome-related coronavirus strain camel/UAE_B27_2015,112,0.006073680248934124,1
Middle East respiratory syndrome-related coronavirus strain camel/UAE_B29_2015,112,0.006073680248934124,1
Middle East respiratory syndrome-related coronavirus strain camel/UAE_B32_2015,112,0.006073680248934124,1
Middle East respiratory syndrome-related coronavirus strain camel/UAE_B46_2015,112,0.006073680248934124,1
Middle East respiratory syndrome-related coronavirus strain camel/UAE_B58_2015,112,0.006073680248934124,1
Middle East respiratory syndrome-related coronavirus strain camel/UAE_B63_2015,112,0.006073680248934124,1
Middle East respiratory syndrome-related coronavirus strain camel/UAE_B73_2015,112,0.006073680248934124,1
Middle East respiratory syndrome-related coronavirus strain camel/UAE_B77_2015,112,0.006073680248934124,1
Middle East respiratory syndrome-related coronavirus strain camel/UAE_B82_2015,112,0.006073680248934124,1
Middle East respiratory syndrome-related coronavirus strain camel/UAE_B92_2015,112,0.006073680248934124,1
Middle East respiratory syndrome-related coronavirus strain camel/UAE_B111_2015,112,0.006073680248934124,1
Middle East respiratory syndrome-related coronavirus isolate D1164.1/14,112,0.006073680248934124,1
Middle East respiratory syndrome coronavirus isolate camel/Jeddah/F13A/2014,112,0.006073680248934124,1
Middle East respiratory syndrome coronavirus isolate camel/Riyadh/Ry23N/2014,112,0.006073680248934124,1
Middle East respiratory syndrome coronavirus isolate camel/Jeddah/D100/2014,112,0.006073680248934124,1
Middle East respiratory syndrome coronavirus isolate camel/Jeddah/D88/2014,112,0.006073680248934124,1
Middle East respiratory syndrome coronavirus isolate camel/Jeddah/D90/2014,112,0.006073680248934124,1
Middle East respiratory syndrome coronavirus isolate camel/Jeddah/D92/2014,112,0.006073680248934124,1
Middle East respiratory syndrome coronavirus isolate camel/Jeddah/O23(b)/2014,112,0.006073680248934124,1
Middle East respiratory syndrome coronavirus isolate camel/Jeddah/O24/2014,112,0.006073680248934124,1
Middle East respiratory syndrome coronavirus isolate camel/Jeddah/O30/2014,112,0.006073680248934124,1
Middle East respiratory syndrome coronavirus isolate camel/Jeddah/O47(b)/2014,112,0.006073680248934124,1
